"","FID","value","parameter","date","year","month"
"34",33,-0.242295955164304,"Evaporation anomaly",2022-08-01,2022,"August"
"35",34,-0.26068603742688,"Evaporation anomaly",2022-08-01,2022,"August"
"36",35,-0.293188310323933,"Evaporation anomaly",2022-08-01,2022,"August"
"37",36,-0.298826963901037,"Evaporation anomaly",2022-08-01,2022,"August"
"38",37,-0.306861766535125,"Evaporation anomaly",2022-08-01,2022,"August"
"39",38,-0.305274080612534,"Evaporation anomaly",2022-08-01,2022,"August"
"40",39,-0.304267868353872,"Evaporation anomaly",2022-08-01,2022,"August"
"41",40,-0.298559780809701,"Evaporation anomaly",2022-08-01,2022,"August"
"42",41,-0.286731504643809,"Evaporation anomaly",2022-08-01,2022,"August"
"43",42,-0.277847317307741,"Evaporation anomaly",2022-08-01,2022,"August"
"44",43,-0.246859229391246,"Evaporation anomaly",2022-08-01,2022,"August"
"45",44,-0.2389984020982,"Evaporation anomaly",2022-08-01,2022,"August"
"46",45,-0.210784196776268,"Evaporation anomaly",2022-08-01,2022,"August"
"47",46,-0.206195037917328,"Evaporation anomaly",2022-08-01,2022,"August"
"48",47,-0.183774076266422,"Evaporation anomaly",2022-08-01,2022,"August"
"49",48,-0.182551659858299,"Evaporation anomaly",2022-08-01,2022,"August"
"50",49,-0.172695361340214,"Evaporation anomaly",2022-08-01,2022,"August"
"51",50,-0.173585370206191,"Evaporation anomaly",2022-08-01,2022,"August"
"52",51,-0.177651459316958,"Evaporation anomaly",2022-08-01,2022,"August"
"53",52,-0.0288244597613811,"Evaporation anomaly",2022-08-01,2022,"August"
"54",53,-0.0287132118531774,"Evaporation anomaly",2022-08-01,2022,"August"
"55",54,-0.0266252048313618,"Evaporation anomaly",2022-08-01,2022,"August"
"56",55,-0.0265054719903331,"Evaporation anomaly",2022-08-01,2022,"August"
"57",56,-0.024300703778863,"Evaporation anomaly",2022-08-01,2022,"August"
"58",57,-0.0243233836910328,"Evaporation anomaly",2022-08-01,2022,"August"
"59",58,-0.0254912469536066,"Evaporation anomaly",2022-08-01,2022,"August"
"60",59,-0.025505524477749,"Evaporation anomaly",2022-08-01,2022,"August"
"61",60,-0.0262102168053389,"Evaporation anomaly",2022-08-01,2022,"August"
"62",61,-0.0262102168053389,"Evaporation anomaly",2022-08-01,2022,"August"
"63",62,0.00928744420706381,"Evaporation anomaly",2022-08-01,2022,"August"
"64",63,0.00965655874460936,"Evaporation anomaly",2022-08-01,2022,"August"
"65",64,0.0228064443829308,"Evaporation anomaly",2022-08-01,2022,"August"
"66",65,0.0229327455163002,"Evaporation anomaly",2022-08-01,2022,"August"
"67",66,-0.0792372408006569,"Evaporation anomaly",2022-08-01,2022,"August"
"68",67,-0.0836285725235939,"Evaporation anomaly",2022-08-01,2022,"August"
"69",68,-0.167048367309844,"Evaporation anomaly",2022-08-01,2022,"August"
"70",69,-0.170560389757156,"Evaporation anomaly",2022-08-01,2022,"August"
"71",70,-0.239558191352694,"Evaporation anomaly",2022-08-01,2022,"August"
"72",71,-0.245126605033875,"Evaporation anomaly",2022-08-01,2022,"August"
"73",72,-0.289453691374892,"Evaporation anomaly",2022-08-01,2022,"August"
"74",73,-0.292990535497665,"Evaporation anomaly",2022-08-01,2022,"August"
"75",74,-0.323866238355886,"Evaporation anomaly",2022-08-01,2022,"August"
"76",75,-0.327715665102005,"Evaporation anomaly",2022-08-01,2022,"August"
"77",76,-0.320470380255413,"Evaporation anomaly",2022-08-01,2022,"August"
"78",77,-0.31918665766716,"Evaporation anomaly",2022-08-01,2022,"August"
"79",78,-0.293132576643624,"Evaporation anomaly",2022-08-01,2022,"August"
"80",79,-0.288542538881302,"Evaporation anomaly",2022-08-01,2022,"August"
"81",80,-0.252679175744321,"Evaporation anomaly",2022-08-01,2022,"August"
"82",81,-0.244145303964615,"Evaporation anomaly",2022-08-01,2022,"August"
"83",82,-0.212065933606718,"Evaporation anomaly",2022-08-01,2022,"August"
"84",83,-0.204462066292763,"Evaporation anomaly",2022-08-01,2022,"August"
"85",84,-0.179958132043799,"Evaporation anomaly",2022-08-01,2022,"August"
"86",85,-0.172353014349937,"Evaporation anomaly",2022-08-01,2022,"August"
"87",86,-0.172974861520944,"Evaporation anomaly",2022-08-01,2022,"August"
"88",87,-0.173167377710342,"Evaporation anomaly",2022-08-01,2022,"August"
"89",88,-0.186723541941941,"Evaporation anomaly",2022-08-01,2022,"August"
"90",89,-0.192115023732185,"Evaporation anomaly",2022-08-01,2022,"August"
"91",90,-0.031476482022709,"Evaporation anomaly",2022-08-01,2022,"August"
"92",91,-0.0296334664548327,"Evaporation anomaly",2022-08-01,2022,"August"
"93",92,-0.028598920447014,"Evaporation anomaly",2022-08-01,2022,"August"
"94",93,-0.0278094159119832,"Evaporation anomaly",2022-08-01,2022,"August"
"95",94,-0.0272344103526449,"Evaporation anomaly",2022-08-01,2022,"August"
"96",95,-0.0260879891516243,"Evaporation anomaly",2022-08-01,2022,"August"
"97",96,-0.0252848269046472,"Evaporation anomaly",2022-08-01,2022,"August"
"98",97,-0.0256792789526604,"Evaporation anomaly",2022-08-01,2022,"August"
"99",98,-0.0260264136390717,"Evaporation anomaly",2022-08-01,2022,"August"
"100",99,-0.0263912461596889,"Evaporation anomaly",2022-08-01,2022,"August"
"101",100,-0.0267020975653656,"Evaporation anomaly",2022-08-01,2022,"August"
"102",101,-0.0132198432100903,"Evaporation anomaly",2022-08-01,2022,"August"
"103",102,0.00126905960404771,"Evaporation anomaly",2022-08-01,2022,"August"
"104",103,0.0107220203130093,"Evaporation anomaly",2022-08-01,2022,"August"
"105",104,0.0207368752544323,"Evaporation anomaly",2022-08-01,2022,"August"
"106",105,-0.0242295690723036,"Evaporation anomaly",2022-08-01,2022,"August"
"107",106,-0.0841623813762765,"Evaporation anomaly",2022-08-01,2022,"August"
"108",107,-0.121911312046041,"Evaporation anomaly",2022-08-01,2022,"August"
"109",108,-0.171809414699144,"Evaporation anomaly",2022-08-01,2022,"August"
"110",109,-0.198831481248655,"Evaporation anomaly",2022-08-01,2022,"August"
"111",110,-0.243286664046904,"Evaporation anomaly",2022-08-01,2022,"August"
"112",111,-0.260578844391606,"Evaporation anomaly",2022-08-01,2022,"August"
"113",112,-0.288663431916205,"Evaporation anomaly",2022-08-01,2022,"August"
"114",113,-0.300197939974303,"Evaporation anomaly",2022-08-01,2022,"August"
"115",114,-0.323656072639077,"Evaporation anomaly",2022-08-01,2022,"August"
"116",115,-0.321357734785704,"Evaporation anomaly",2022-08-01,2022,"August"
"117",116,-0.314872588365144,"Evaporation anomaly",2022-08-01,2022,"August"
"118",117,-0.306322884125848,"Evaporation anomaly",2022-08-01,2022,"August"
"119",118,-0.283551221132278,"Evaporation anomaly",2022-08-01,2022,"August"
"120",119,-0.273642604436384,"Evaporation anomaly",2022-08-01,2022,"August"
"121",120,-0.240660732128236,"Evaporation anomaly",2022-08-01,2022,"August"
"122",121,-0.231657173218409,"Evaporation anomaly",2022-08-01,2022,"August"
"123",122,-0.201723487417682,"Evaporation anomaly",2022-08-01,2022,"August"
"124",123,-0.195947561708269,"Evaporation anomaly",2022-08-01,2022,"August"
"125",124,-0.172203097058142,"Evaporation anomaly",2022-08-01,2022,"August"
"126",125,-0.172388530309346,"Evaporation anomaly",2022-08-01,2022,"August"
"127",126,-0.174197158037501,"Evaporation anomaly",2022-08-01,2022,"August"
"128",127,-0.176876939398482,"Evaporation anomaly",2022-08-01,2022,"August"
"129",128,-0.192895451330595,"Evaporation anomaly",2022-08-01,2022,"August"
"130",129,-0.191184940011362,"Evaporation anomaly",2022-08-01,2022,"August"
"131",130,-0.0319413727574816,"Evaporation anomaly",2022-08-01,2022,"August"
"132",131,-0.0301077179610729,"Evaporation anomaly",2022-08-01,2022,"August"
"133",132,-0.0299241367184796,"Evaporation anomaly",2022-08-01,2022,"August"
"134",133,-0.0278848893940449,"Evaporation anomaly",2022-08-01,2022,"August"
"135",134,-0.0279459197344049,"Evaporation anomaly",2022-08-01,2022,"August"
"136",135,-0.0291327964514494,"Evaporation anomaly",2022-08-01,2022,"August"
"137",136,-0.0290922605310935,"Evaporation anomaly",2022-08-01,2022,"August"
"138",137,-0.0283362232148647,"Evaporation anomaly",2022-08-01,2022,"August"
"139",138,-0.0283236832633811,"Evaporation anomaly",2022-08-01,2022,"August"
"140",139,-0.0276950746774673,"Evaporation anomaly",2022-08-01,2022,"August"
"141",140,-0.0277072002621067,"Evaporation anomaly",2022-08-01,2022,"August"
"142",141,-0.0282608810812235,"Evaporation anomaly",2022-08-01,2022,"August"
"143",142,-0.0282608810812235,"Evaporation anomaly",2022-08-01,2022,"August"
"144",143,-0.0260626371707912,"Evaporation anomaly",2022-08-01,2022,"August"
"145",144,-0.0260454434901476,"Evaporation anomaly",2022-08-01,2022,"August"
"146",145,0.0130681186439691,"Evaporation anomaly",2022-08-01,2022,"August"
"147",146,0.0133043834939599,"Evaporation anomaly",2022-08-01,2022,"August"
"148",147,-0.0824581668193652,"Evaporation anomaly",2022-08-01,2022,"August"
"149",148,-0.0860633850097656,"Evaporation anomaly",2022-08-01,2022,"August"
"150",149,-0.173440157679411,"Evaporation anomaly",2022-08-01,2022,"August"
"151",150,-0.176551982760429,"Evaporation anomaly",2022-08-01,2022,"August"
"152",151,-0.231759707633726,"Evaporation anomaly",2022-08-01,2022,"August"
"153",152,-0.235726967453957,"Evaporation anomaly",2022-08-01,2022,"August"
"154",153,-0.266924639676328,"Evaporation anomaly",2022-08-01,2022,"August"
"155",154,-0.269098073244095,"Evaporation anomaly",2022-08-01,2022,"August"
"156",155,-0.299643058025075,"Evaporation anomaly",2022-08-01,2022,"August"
"157",156,-0.303045126005722,"Evaporation anomaly",2022-08-01,2022,"August"
"158",157,-0.291598704825119,"Evaporation anomaly",2022-08-01,2022,"August"
"159",158,-0.289786275361575,"Evaporation anomaly",2022-08-01,2022,"August"
"160",159,-0.255079992721271,"Evaporation anomaly",2022-08-01,2022,"August"
"161",160,-0.249674523575208,"Evaporation anomaly",2022-08-01,2022,"August"
"162",161,-0.218924306835705,"Evaporation anomaly",2022-08-01,2022,"August"
"163",162,-0.21243048273622,"Evaporation anomaly",2022-08-01,2022,"August"
"164",163,-0.181042434851333,"Evaporation anomaly",2022-08-01,2022,"August"
"165",164,-0.174526666523732,"Evaporation anomaly",2022-08-01,2022,"August"
"166",165,-0.171137603348062,"Evaporation anomaly",2022-08-01,2022,"August"
"167",166,-0.170313268664391,"Evaporation anomaly",2022-08-01,2022,"August"
"168",167,-0.186869634200359,"Evaporation anomaly",2022-08-01,2022,"August"
"169",168,-0.191426972542717,"Evaporation anomaly",2022-08-01,2022,"August"
"170",169,-0.206260342176681,"Evaporation anomaly",2022-08-01,2022,"August"
"171",170,-0.211369105961977,"Evaporation anomaly",2022-08-01,2022,"August"
"172",171,-0.215731183957608,"Evaporation anomaly",2022-08-01,2022,"August"
"173",172,-0.217213485929435,"Evaporation anomaly",2022-08-01,2022,"August"
"174",173,-0.0321018621325493,"Evaporation anomaly",2022-08-01,2022,"August"
"175",174,-0.0308371597108759,"Evaporation anomaly",2022-08-01,2022,"August"
"176",175,-0.0301077179610729,"Evaporation anomaly",2022-08-01,2022,"August"
"177",176,-0.0286891735712449,"Evaporation anomaly",2022-08-01,2022,"August"
"178",177,-0.0278848893940449,"Evaporation anomaly",2022-08-01,2022,"August"
"179",178,-0.0286175650157446,"Evaporation anomaly",2022-08-01,2022,"August"
"180",179,-0.0291327964514494,"Evaporation anomaly",2022-08-01,2022,"August"
"181",180,-0.0286618073931061,"Evaporation anomaly",2022-08-01,2022,"August"
"182",181,-0.0283362232148647,"Evaporation anomaly",2022-08-01,2022,"August"
"183",182,-0.0279912418507011,"Evaporation anomaly",2022-08-01,2022,"August"
"184",183,-0.0276950746774673,"Evaporation anomaly",2022-08-01,2022,"August"
"185",184,-0.028001990180486,"Evaporation anomaly",2022-08-01,2022,"August"
"186",185,-0.0282608810812235,"Evaporation anomaly",2022-08-01,2022,"August"
"187",186,-0.0271816892569019,"Evaporation anomaly",2022-08-01,2022,"August"
"188",187,-0.0260454434901476,"Evaporation anomaly",2022-08-01,2022,"August"
"189",188,-0.00670407408477153,"Evaporation anomaly",2022-08-01,2022,"August"
"190",189,0.0133043834939599,"Evaporation anomaly",2022-08-01,2022,"August"
"191",190,-0.030115546638565,"Evaporation anomaly",2022-08-01,2022,"August"
"192",191,-0.0860633850097656,"Evaporation anomaly",2022-08-01,2022,"August"
"193",192,-0.125979216937242,"Evaporation anomaly",2022-08-01,2022,"August"
"194",193,-0.176551982760429,"Evaporation anomaly",2022-08-01,2022,"August"
"195",194,-0.199549081307616,"Evaporation anomaly",2022-08-01,2022,"August"
"196",195,-0.235726967453957,"Evaporation anomaly",2022-08-01,2022,"August"
"197",196,-0.248826364245628,"Evaporation anomaly",2022-08-01,2022,"August"
"198",197,-0.269098073244095,"Evaporation anomaly",2022-08-01,2022,"August"
"199",198,-0.280711517171715,"Evaporation anomaly",2022-08-01,2022,"August"
"200",199,-0.303043812513351,"Evaporation anomaly",2022-08-01,2022,"August"
"201",200,-0.29913783817278,"Evaporation anomaly",2022-08-01,2022,"August"
"202",201,-0.289757758378983,"Evaporation anomaly",2022-08-01,2022,"August"
"203",202,-0.277803038907866,"Evaporation anomaly",2022-08-01,2022,"August"
"204",203,-0.249547868967056,"Evaporation anomaly",2022-08-01,2022,"August"
"205",204,-0.240164439063402,"Evaporation anomaly",2022-08-01,2022,"August"
"206",205,-0.212199822068214,"Evaporation anomaly",2022-08-01,2022,"August"
"207",206,-0.202517854490235,"Evaporation anomaly",2022-08-01,2022,"August"
"208",207,-0.174121767282486,"Evaporation anomaly",2022-08-01,2022,"August"
"209",208,-0.173311292830058,"Evaporation anomaly",2022-08-01,2022,"August"
"210",209,-0.170267283916473,"Evaporation anomaly",2022-08-01,2022,"August"
"211",210,-0.174908232736756,"Evaporation anomaly",2022-08-01,2022,"August"
"212",211,-0.192065075039864,"Evaporation anomaly",2022-08-01,2022,"August"
"213",212,-0.195535548468676,"Evaporation anomaly",2022-08-01,2022,"August"
"214",213,-0.212361693382263,"Evaporation anomaly",2022-08-01,2022,"August"
"215",214,-0.213653570780187,"Evaporation anomaly",2022-08-01,2022,"August"
"216",215,-0.219818100333214,"Evaporation anomaly",2022-08-01,2022,"August"
"217",216,-0.21926985765617,"Evaporation anomaly",2022-08-01,2022,"August"
"218",217,-0.032787151203413,"Evaporation anomaly",2022-08-01,2022,"August"
"219",218,-0.0319072015038695,"Evaporation anomaly",2022-08-01,2022,"August"
"220",219,-0.0318157323472098,"Evaporation anomaly",2022-08-01,2022,"August"
"221",220,-0.0307083962569468,"Evaporation anomaly",2022-08-01,2022,"August"
"222",221,-0.0306263028311075,"Evaporation anomaly",2022-08-01,2022,"August"
"223",222,-0.029613880789248,"Evaporation anomaly",2022-08-01,2022,"August"
"224",223,-0.0296511526515245,"Evaporation anomaly",2022-08-01,2022,"August"
"225",224,-0.0303026065219868,"Evaporation anomaly",2022-08-01,2022,"August"
"226",225,-0.0303064332082547,"Evaporation anomaly",2022-08-01,2022,"August"
"227",226,-0.0303127293189795,"Evaporation anomaly",2022-08-01,2022,"August"
"228",227,-0.0303015062292998,"Evaporation anomaly",2022-08-01,2022,"August"
"229",228,-0.0297475077241263,"Evaporation anomaly",2022-08-01,2022,"August"
"230",229,-0.0297410522679314,"Evaporation anomaly",2022-08-01,2022,"August"
"231",230,-0.0296464166494648,"Evaporation anomaly",2022-08-01,2022,"August"
"232",231,-0.0296414743752984,"Evaporation anomaly",2022-08-01,2022,"August"
"233",232,-0.0256410401078905,"Evaporation anomaly",2022-08-01,2022,"August"
"234",233,-0.0256221730141216,"Evaporation anomaly",2022-08-01,2022,"August"
"235",234,0.0105391238142544,"Evaporation anomaly",2022-08-01,2022,"August"
"236",235,0.0106497123641466,"Evaporation anomaly",2022-08-01,2022,"August"
"237",236,-0.0799844652283062,"Evaporation anomaly",2022-08-01,2022,"August"
"238",237,-0.0829493364410658,"Evaporation anomaly",2022-08-01,2022,"August"
"239",238,-0.170091053540364,"Evaporation anomaly",2022-08-01,2022,"August"
"240",239,-0.172689733811018,"Evaporation anomaly",2022-08-01,2022,"August"
"241",240,-0.228509119349678,"Evaporation anomaly",2022-08-01,2022,"August"
"242",241,-0.232087234860488,"Evaporation anomaly",2022-08-01,2022,"August"
"243",242,-0.261801624702431,"Evaporation anomaly",2022-08-01,2022,"August"
"244",243,-0.263667156634877,"Evaporation anomaly",2022-08-01,2022,"August"
"245",244,-0.293597538265585,"Evaporation anomaly",2022-08-01,2022,"August"
"246",245,-0.296658836285402,"Evaporation anomaly",2022-08-01,2022,"August"
"247",246,-0.281715086163594,"Evaporation anomaly",2022-08-01,2022,"August"
"248",247,-0.279789379234072,"Evaporation anomaly",2022-08-01,2022,"August"
"249",248,-0.241274382378009,"Evaporation anomaly",2022-08-01,2022,"August"
"250",249,-0.236251724347233,"Evaporation anomaly",2022-08-01,2022,"August"
"251",250,-0.208677117525691,"Evaporation anomaly",2022-08-01,2022,"August"
"252",251,-0.203582236785977,"Evaporation anomaly",2022-08-01,2022,"August"
"253",252,-0.184447063569985,"Evaporation anomaly",2022-08-01,2022,"August"
"254",253,-0.180451071993795,"Evaporation anomaly",2022-08-01,2022,"August"
"255",254,-0.183188127268066,"Evaporation anomaly",2022-08-01,2022,"August"
"256",255,-0.183272567327891,"Evaporation anomaly",2022-08-01,2022,"August"
"257",256,-0.195921111599629,"Evaporation anomaly",2022-08-01,2022,"August"
"258",257,-0.198892419273865,"Evaporation anomaly",2022-08-01,2022,"August"
"259",258,-0.211545003580307,"Evaporation anomaly",2022-08-01,2022,"August"
"260",259,-0.215481558408422,"Evaporation anomaly",2022-08-01,2022,"August"
"261",260,-0.222245447789894,"Evaporation anomaly",2022-08-01,2022,"August"
"262",261,-0.224015512540644,"Evaporation anomaly",2022-08-01,2022,"August"
"263",262,-0.220892216317618,"Evaporation anomaly",2022-08-01,2022,"August"
"264",263,-0.0342425853013992,"Evaporation anomaly",2022-08-01,2022,"August"
"265",264,-0.0325510429951544,"Evaporation anomaly",2022-08-01,2022,"August"
"266",265,-0.0317387171089649,"Evaporation anomaly",2022-08-01,2022,"August"
"267",266,-0.0314087297696051,"Evaporation anomaly",2022-08-01,2022,"August"
"268",267,-0.0312132798135281,"Evaporation anomaly",2022-08-01,2022,"August"
"269",268,-0.0311011772323747,"Evaporation anomaly",2022-08-01,2022,"August"
"270",269,-0.0310364011675119,"Evaporation anomaly",2022-08-01,2022,"August"
"271",270,-0.0311623675664957,"Evaporation anomaly",2022-08-01,2022,"August"
"272",271,-0.0312519669532776,"Evaporation anomaly",2022-08-01,2022,"August"
"273",272,-0.0316391023675557,"Evaporation anomaly",2022-08-01,2022,"August"
"274",273,-0.0319077484309673,"Evaporation anomaly",2022-08-01,2022,"August"
"275",274,-0.0316380368529606,"Evaporation anomaly",2022-08-01,2022,"August"
"276",275,-0.0314074233174324,"Evaporation anomaly",2022-08-01,2022,"August"
"277",276,-0.03106429480243,"Evaporation anomaly",2022-08-01,2022,"August"
"278",277,-0.0307781547307968,"Evaporation anomaly",2022-08-01,2022,"August"
"279",278,-0.028066018965184,"Evaporation anomaly",2022-08-01,2022,"August"
"280",279,-0.025265958160162,"Evaporation anomaly",2022-08-01,2022,"August"
"281",280,-0.0085122946293958,"Evaporation anomaly",2022-08-01,2022,"August"
"282",281,0.00834788661450148,"Evaporation anomaly",2022-08-01,2022,"August"
"283",282,-0.0310741626862743,"Evaporation anomaly",2022-08-01,2022,"August"
"284",283,-0.0801463276147842,"Evaporation anomaly",2022-08-01,2022,"August"
"285",284,-0.120290473942159,"Evaporation anomaly",2022-08-01,2022,"August"
"286",285,-0.169051930308342,"Evaporation anomaly",2022-08-01,2022,"August"
"287",286,-0.192846454580602,"Evaporation anomaly",2022-08-01,2022,"August"
"288",287,-0.228472203016281,"Evaporation anomaly",2022-08-01,2022,"August"
"289",288,-0.240439258321381,"Evaporation anomaly",2022-08-01,2022,"August"
"290",289,-0.257935017347336,"Evaporation anomaly",2022-08-01,2022,"August"
"291",290,-0.269177398477834,"Evaporation anomaly",2022-08-01,2022,"August"
"292",291,-0.289439350366592,"Evaporation anomaly",2022-08-01,2022,"August"
"293",292,-0.282680106509557,"Evaporation anomaly",2022-08-01,2022,"August"
"294",293,-0.267617166042328,"Evaporation anomaly",2022-08-01,2022,"August"
"295",294,-0.252176262328216,"Evaporation anomaly",2022-08-01,2022,"August"
"296",295,-0.21856452524662,"Evaporation anomaly",2022-08-01,2022,"August"
"297",296,-0.211131215470716,"Evaporation anomaly",2022-08-01,2022,"August"
"298",297,-0.190977349877357,"Evaporation anomaly",2022-08-01,2022,"August"
"299",298,-0.190909725400297,"Evaporation anomaly",2022-08-01,2022,"August"
"300",299,-0.190730646252632,"Evaporation anomaly",2022-08-01,2022,"August"
"301",300,-0.194480206133016,"Evaporation anomaly",2022-08-01,2022,"August"
"302",301,-0.206992521882057,"Evaporation anomaly",2022-08-01,2022,"August"
"303",302,-0.208416646131817,"Evaporation anomaly",2022-08-01,2022,"August"
"304",303,-0.213057488203049,"Evaporation anomaly",2022-08-01,2022,"August"
"305",304,-0.214970303386938,"Evaporation anomaly",2022-08-01,2022,"August"
"306",305,-0.22296142578125,"Evaporation anomaly",2022-08-01,2022,"August"
"307",306,-0.22550308775686,"Evaporation anomaly",2022-08-01,2022,"August"
"308",307,-0.235866948962212,"Evaporation anomaly",2022-08-01,2022,"August"
"309",308,-0.23532355888035,"Evaporation anomaly",2022-08-01,2022,"August"
"310",309,-0.232406869530678,"Evaporation anomaly",2022-08-01,2022,"August"
"311",310,-0.0346815749604122,"Evaporation anomaly",2022-08-01,2022,"August"
"312",311,-0.0342537106762472,"Evaporation anomaly",2022-08-01,2022,"August"
"313",312,-0.0339926800087773,"Evaporation anomaly",2022-08-01,2022,"August"
"314",313,-0.0317610321620542,"Evaporation anomaly",2022-08-01,2022,"August"
"315",314,-0.0317256455341865,"Evaporation anomaly",2022-08-01,2022,"August"
"316",315,-0.0312324355294798,"Evaporation anomaly",2022-08-01,2022,"August"
"317",316,-0.0312203680172844,"Evaporation anomaly",2022-08-01,2022,"August"
"318",317,-0.0310494395904183,"Evaporation anomaly",2022-08-01,2022,"August"
"319",318,-0.0310598318714453,"Evaporation anomaly",2022-08-01,2022,"August"
"320",319,-0.0312671255905221,"Evaporation anomaly",2022-08-01,2022,"August"
"321",320,-0.0313000997806899,"Evaporation anomaly",2022-08-01,2022,"August"
"322",321,-0.0319223756859594,"Evaporation anomaly",2022-08-01,2022,"August"
"323",322,-0.0319120749959348,"Evaporation anomaly",2022-08-01,2022,"August"
"324",323,-0.0314279093983024,"Evaporation anomaly",2022-08-01,2022,"August"
"325",324,-0.0314119714149037,"Evaporation anomaly",2022-08-01,2022,"August"
"326",325,-0.0307835224073023,"Evaporation anomaly",2022-08-01,2022,"August"
"327",326,-0.0307832872519507,"Evaporation anomaly",2022-08-01,2022,"August"
"328",327,-0.0251079314225293,"Evaporation anomaly",2022-08-01,2022,"August"
"329",328,-0.0250746236976556,"Evaporation anomaly",2022-08-01,2022,"August"
"330",329,0.0082458984284109,"Evaporation anomaly",2022-08-01,2022,"August"
"331",330,0.008256558442916,"Evaporation anomaly",2022-08-01,2022,"August"
"332",331,-0.0777920574646506,"Evaporation anomaly",2022-08-01,2022,"August"
"333",332,-0.0801460319398478,"Evaporation anomaly",2022-08-01,2022,"August"
"334",333,-0.166922036121341,"Evaporation anomaly",2022-08-01,2022,"August"
"335",334,-0.168960411875754,"Evaporation anomaly",2022-08-01,2022,"August"
"336",335,-0.225304449476062,"Evaporation anomaly",2022-08-01,2022,"August"
"337",336,-0.228421167184589,"Evaporation anomaly",2022-08-01,2022,"August"
"338",337,-0.256492540096604,"Evaporation anomaly",2022-08-01,2022,"August"
"339",338,-0.257919434805523,"Evaporation anomaly",2022-08-01,2022,"August"
"340",339,-0.286927674414945,"Evaporation anomaly",2022-08-01,2022,"August"
"341",340,-0.2894384197631,"Evaporation anomaly",2022-08-01,2022,"August"
"342",341,-0.270080807610786,"Evaporation anomaly",2022-08-01,2022,"August"
"343",342,-0.267617166042328,"Evaporation anomaly",2022-08-01,2022,"August"
"344",343,-0.223882329958525,"Evaporation anomaly",2022-08-01,2022,"August"
"345",344,-0.21856452524662,"Evaporation anomaly",2022-08-01,2022,"August"
"346",345,-0.194949220176542,"Evaporation anomaly",2022-08-01,2022,"August"
"347",346,-0.190977349877357,"Evaporation anomaly",2022-08-01,2022,"August"
"348",347,-0.190765043717632,"Evaporation anomaly",2022-08-01,2022,"August"
"349",348,-0.190730646252632,"Evaporation anomaly",2022-08-01,2022,"August"
"350",349,-0.204113674061412,"Evaporation anomaly",2022-08-01,2022,"August"
"351",350,-0.206992521882057,"Evaporation anomaly",2022-08-01,2022,"August"
"352",351,-0.212011708707022,"Evaporation anomaly",2022-08-01,2022,"August"
"353",352,-0.213057488203049,"Evaporation anomaly",2022-08-01,2022,"August"
"354",353,-0.220859824364953,"Evaporation anomaly",2022-08-01,2022,"August"
"355",354,-0.22296142578125,"Evaporation anomaly",2022-08-01,2022,"August"
