"","FID","value","parameter","date","year","month"
"33",32,-0.513473970908683,"Evaporation anomaly",2022-01-01,2022,"January"
"34",33,-0.507700312040657,"Evaporation anomaly",2022-01-01,2022,"January"
"35",34,-0.519183211698436,"Evaporation anomaly",2022-01-01,2022,"January"
"36",35,-0.538836632865332,"Evaporation anomaly",2022-01-01,2022,"January"
"37",36,-0.55633999478626,"Evaporation anomaly",2022-01-01,2022,"January"
"38",37,-0.598669269034076,"Evaporation anomaly",2022-01-01,2022,"January"
"39",38,-0.617891030342946,"Evaporation anomaly",2022-01-01,2022,"January"
"40",39,-0.663451207301965,"Evaporation anomaly",2022-01-01,2022,"January"
"41",40,-0.69433477369021,"Evaporation anomaly",2022-01-01,2022,"January"
"42",41,-0.772066028438333,"Evaporation anomaly",2022-01-01,2022,"January"
"43",42,-0.796145625923403,"Evaporation anomaly",2022-01-01,2022,"January"
"44",43,-0.879685825514192,"Evaporation anomaly",2022-01-01,2022,"January"
"45",44,-0.884422081285253,"Evaporation anomaly",2022-01-01,2022,"January"
"46",45,-0.895200064167056,"Evaporation anomaly",2022-01-01,2022,"January"
"47",46,-0.886065857650802,"Evaporation anomaly",2022-01-01,2022,"January"
"48",47,-0.83188378040427,"Evaporation anomaly",2022-01-01,2022,"January"
"49",48,-0.833744581528054,"Evaporation anomaly",2022-01-01,2022,"January"
"50",49,-0.830691703152129,"Evaporation anomaly",2022-01-01,2022,"January"
"51",50,-0.834592763499177,"Evaporation anomaly",2022-01-01,2022,"January"
"52",51,-0.845720746330947,"Evaporation anomaly",2022-01-01,2022,"January"
"53",52,-0.74314558506012,"Evaporation anomaly",2022-01-01,2022,"January"
"54",53,-0.743095583256207,"Evaporation anomaly",2022-01-01,2022,"January"
"55",54,-0.742157101631165,"Evaporation anomaly",2022-01-01,2022,"January"
"56",55,-0.742942947623551,"Evaporation anomaly",2022-01-01,2022,"January"
"57",56,-0.757413566112518,"Evaporation anomaly",2022-01-01,2022,"January"
"58",57,-0.757233783468401,"Evaporation anomaly",2022-01-01,2022,"January"
"59",58,-0.747976183891296,"Evaporation anomaly",2022-01-01,2022,"January"
"60",59,-0.747605340076815,"Evaporation anomaly",2022-01-01,2022,"January"
"61",60,-0.729301691055298,"Evaporation anomaly",2022-01-01,2022,"January"
"62",61,-0.729301691055298,"Evaporation anomaly",2022-01-01,2022,"January"
"63",62,-0.629647557573341,"Evaporation anomaly",2022-01-01,2022,"January"
"64",63,-0.628611326217651,"Evaporation anomaly",2022-01-01,2022,"January"
"65",64,-0.441379821910853,"Evaporation anomaly",2022-01-01,2022,"January"
"66",65,-0.439581513404846,"Evaporation anomaly",2022-01-01,2022,"January"
"67",66,-0.452489673118482,"Evaporation anomaly",2022-01-01,2022,"January"
"68",67,-0.453044474124908,"Evaporation anomaly",2022-01-01,2022,"January"
"69",68,-0.471988427907877,"Evaporation anomaly",2022-01-01,2022,"January"
"70",69,-0.472785979509354,"Evaporation anomaly",2022-01-01,2022,"January"
"71",70,-0.47805043841415,"Evaporation anomaly",2022-01-01,2022,"January"
"72",71,-0.478475302457809,"Evaporation anomaly",2022-01-01,2022,"January"
"73",72,-0.502113340519899,"Evaporation anomaly",2022-01-01,2022,"January"
"74",73,-0.503999412059784,"Evaporation anomaly",2022-01-01,2022,"January"
"75",74,-0.529964869573471,"Evaporation anomaly",2022-01-01,2022,"January"
"76",75,-0.533202111721039,"Evaporation anomaly",2022-01-01,2022,"January"
"77",76,-0.594585334775399,"Evaporation anomaly",2022-01-01,2022,"January"
"78",77,-0.605461239814758,"Evaporation anomaly",2022-01-01,2022,"January"
"79",78,-0.710148350885384,"Evaporation anomaly",2022-01-01,2022,"January"
"80",79,-0.728591442108154,"Evaporation anomaly",2022-01-01,2022,"January"
"81",80,-0.80755264334729,"Evaporation anomaly",2022-01-01,2022,"January"
"82",81,-0.826341867446899,"Evaporation anomaly",2022-01-01,2022,"January"
"83",82,-0.835837448863275,"Evaporation anomaly",2022-01-01,2022,"January"
"84",83,-0.83808821439743,"Evaporation anomaly",2022-01-01,2022,"January"
"85",84,-0.787181213155374,"Evaporation anomaly",2022-01-01,2022,"January"
"86",85,-0.771381556987762,"Evaporation anomaly",2022-01-01,2022,"January"
"87",86,-0.77584252617565,"Evaporation anomaly",2022-01-01,2022,"January"
"88",87,-0.777223587036133,"Evaporation anomaly",2022-01-01,2022,"January"
"89",88,-0.794657456781954,"Evaporation anomaly",2022-01-01,2022,"January"
"90",89,-0.801591157913208,"Evaporation anomaly",2022-01-01,2022,"January"
"91",90,-0.770062843299627,"Evaporation anomaly",2022-01-01,2022,"January"
"92",91,-0.745897664220764,"Evaporation anomaly",2022-01-01,2022,"January"
"93",92,-0.732462890494825,"Evaporation anomaly",2022-01-01,2022,"January"
"94",93,-0.727341090236453,"Evaporation anomaly",2022-01-01,2022,"January"
"95",94,-0.724005776123614,"Evaporation anomaly",2022-01-01,2022,"January"
"96",95,-0.73155260388155,"Evaporation anomaly",2022-01-01,2022,"January"
"97",96,-0.736848560478784,"Evaporation anomaly",2022-01-01,2022,"January"
"98",97,-0.730630669793566,"Evaporation anomaly",2022-01-01,2022,"January"
"99",98,-0.72535777025199,"Evaporation anomaly",2022-01-01,2022,"January"
"100",99,-0.719638177176126,"Evaporation anomaly",2022-01-01,2022,"January"
"101",100,-0.714618899669026,"Evaporation anomaly",2022-01-01,2022,"January"
"102",101,-0.680690697704977,"Evaporation anomaly",2022-01-01,2022,"January"
"103",102,-0.644235191025292,"Evaporation anomaly",2022-01-01,2022,"January"
"104",103,-0.537999044006224,"Evaporation anomaly",2022-01-01,2022,"January"
"105",104,-0.425271051944896,"Evaporation anomaly",2022-01-01,2022,"January"
"106",105,-0.429923692942833,"Evaporation anomaly",2022-01-01,2022,"January"
"107",106,-0.43598098367764,"Evaporation anomaly",2022-01-01,2022,"January"
"108",107,-0.443767582410125,"Evaporation anomaly",2022-01-01,2022,"January"
"109",108,-0.453899000480397,"Evaporation anomaly",2022-01-01,2022,"January"
"110",109,-0.455559922228422,"Evaporation anomaly",2022-01-01,2022,"January"
"111",110,-0.457780553817569,"Evaporation anomaly",2022-01-01,2022,"January"
"112",111,-0.468050575855245,"Evaporation anomaly",2022-01-01,2022,"January"
"113",112,-0.484420738881694,"Evaporation anomaly",2022-01-01,2022,"January"
"114",113,-0.493488764119835,"Evaporation anomaly",2022-01-01,2022,"January"
"115",114,-0.51044191352845,"Evaporation anomaly",2022-01-01,2022,"January"
"116",115,-0.530562082327116,"Evaporation anomaly",2022-01-01,2022,"January"
"117",116,-0.579091951569596,"Evaporation anomaly",2022-01-01,2022,"January"
"118",117,-0.614550354404844,"Evaporation anomaly",2022-01-01,2022,"January"
"119",118,-0.701889888763428,"Evaporation anomaly",2022-01-01,2022,"January"
"120",119,-0.726849264482397,"Evaporation anomaly",2022-01-01,2022,"January"
"121",120,-0.80499535428958,"Evaporation anomaly",2022-01-01,2022,"January"
"122",121,-0.80993191232713,"Evaporation anomaly",2022-01-01,2022,"January"
"123",122,-0.823814016119545,"Evaporation anomaly",2022-01-01,2022,"January"
"124",123,-0.812705995129473,"Evaporation anomaly",2022-01-01,2022,"January"
"125",124,-0.764511930271131,"Evaporation anomaly",2022-01-01,2022,"January"
"126",125,-0.766483445993604,"Evaporation anomaly",2022-01-01,2022,"January"
"127",126,-0.772811392336314,"Evaporation anomaly",2022-01-01,2022,"January"
"128",127,-0.777117827358135,"Evaporation anomaly",2022-01-01,2022,"January"
"129",128,-0.798557502235733,"Evaporation anomaly",2022-01-01,2022,"January"
"130",129,-0.819694561018268,"Evaporation anomaly",2022-01-01,2022,"January"
"131",130,-0.790877849914374,"Evaporation anomaly",2022-01-01,2022,"January"
"132",131,-0.738567352294922,"Evaporation anomaly",2022-01-01,2022,"January"
"133",132,-0.735270016751904,"Evaporation anomaly",2022-01-01,2022,"January"
"134",133,-0.698642730712891,"Evaporation anomaly",2022-01-01,2022,"January"
"135",134,-0.697116882293305,"Evaporation anomaly",2022-01-01,2022,"January"
"136",135,-0.667443215847015,"Evaporation anomaly",2022-01-01,2022,"January"
"137",136,-0.667730273521927,"Evaporation anomaly",2022-01-01,2022,"January"
"138",137,-0.673084199428558,"Evaporation anomaly",2022-01-01,2022,"January"
"139",138,-0.672727233516501,"Evaporation anomaly",2022-01-01,2022,"January"
"140",139,-0.654833078384399,"Evaporation anomaly",2022-01-01,2022,"January"
"141",140,-0.655117155367035,"Evaporation anomaly",2022-01-01,2022,"January"
"142",141,-0.668088734149933,"Evaporation anomaly",2022-01-01,2022,"January"
"143",142,-0.668088734149933,"Evaporation anomaly",2022-01-01,2022,"January"
"144",143,-0.694905696757465,"Evaporation anomaly",2022-01-01,2022,"January"
"145",144,-0.695115447044373,"Evaporation anomaly",2022-01-01,2022,"January"
"146",145,-0.378744620828948,"Evaporation anomaly",2022-01-01,2022,"January"
"147",146,-0.376833587884903,"Evaporation anomaly",2022-01-01,2022,"January"
"148",147,-0.375273115933259,"Evaporation anomaly",2022-01-01,2022,"January"
"149",148,-0.375214368104935,"Evaporation anomaly",2022-01-01,2022,"January"
"150",149,-0.381945124983248,"Evaporation anomaly",2022-01-01,2022,"January"
"151",150,-0.382184833288193,"Evaporation anomaly",2022-01-01,2022,"January"
"152",151,-0.373385164871284,"Evaporation anomaly",2022-01-01,2022,"January"
"153",152,-0.372752815485001,"Evaporation anomaly",2022-01-01,2022,"January"
"154",153,-0.394386963951944,"Evaporation anomaly",2022-01-01,2022,"January"
"155",154,-0.395894140005112,"Evaporation anomaly",2022-01-01,2022,"January"
"156",155,-0.394980523079743,"Evaporation anomaly",2022-01-01,2022,"January"
"157",156,-0.394886168808766,"Evaporation anomaly",2022-01-01,2022,"January"
"158",157,-0.421418557446788,"Evaporation anomaly",2022-01-01,2022,"January"
"159",158,-0.425754540348482,"Evaporation anomaly",2022-01-01,2022,"January"
"160",159,-0.507572513786369,"Evaporation anomaly",2022-01-01,2022,"January"
"161",160,-0.520663108092076,"Evaporation anomaly",2022-01-01,2022,"January"
"162",161,-0.612169869650416,"Evaporation anomaly",2022-01-01,2022,"January"
"163",162,-0.632056635164986,"Evaporation anomaly",2022-01-01,2022,"January"
"164",163,-0.672960142552932,"Evaporation anomaly",2022-01-01,2022,"January"
"165",164,-0.68205698384967,"Evaporation anomaly",2022-01-01,2022,"January"
"166",165,-0.67836145164563,"Evaporation anomaly",2022-01-01,2022,"January"
"167",166,-0.677914744128694,"Evaporation anomaly",2022-01-01,2022,"January"
"168",167,-0.694093333883518,"Evaporation anomaly",2022-01-01,2022,"January"
"169",168,-0.698988564074927,"Evaporation anomaly",2022-01-01,2022,"January"
"170",169,-0.719191149373188,"Evaporation anomaly",2022-01-01,2022,"January"
"171",170,-0.726747244153594,"Evaporation anomaly",2022-01-01,2022,"January"
"172",171,-0.807365036861113,"Evaporation anomaly",2022-01-01,2022,"January"
"173",172,-0.835766976646745,"Evaporation anomaly",2022-01-01,2022,"January"
"174",173,-0.795456290245056,"Evaporation anomaly",2022-01-01,2022,"January"
"175",174,-0.759376863982362,"Evaporation anomaly",2022-01-01,2022,"January"
"176",175,-0.738567352294922,"Evaporation anomaly",2022-01-01,2022,"January"
"177",176,-0.713088622715286,"Evaporation anomaly",2022-01-01,2022,"January"
"178",177,-0.698642730712891,"Evaporation anomaly",2022-01-01,2022,"January"
"179",178,-0.680324760784402,"Evaporation anomaly",2022-01-01,2022,"January"
"180",179,-0.667443215847015,"Evaporation anomaly",2022-01-01,2022,"January"
"181",180,-0.67077855454932,"Evaporation anomaly",2022-01-01,2022,"January"
"182",181,-0.673084199428558,"Evaporation anomaly",2022-01-01,2022,"January"
"183",182,-0.663263859416728,"Evaporation anomaly",2022-01-01,2022,"January"
"184",183,-0.654833078384399,"Evaporation anomaly",2022-01-01,2022,"January"
"185",184,-0.662023464053619,"Evaporation anomaly",2022-01-01,2022,"January"
"186",185,-0.668088734149933,"Evaporation anomaly",2022-01-01,2022,"January"
"187",186,-0.681254082481772,"Evaporation anomaly",2022-01-01,2022,"January"
"188",187,-0.695115447044373,"Evaporation anomaly",2022-01-01,2022,"January"
"189",188,-0.538672395451809,"Evaporation anomaly",2022-01-01,2022,"January"
"190",189,-0.376833587884903,"Evaporation anomaly",2022-01-01,2022,"January"
"191",190,-0.37612605051364,"Evaporation anomaly",2022-01-01,2022,"January"
"192",191,-0.375214368104935,"Evaporation anomaly",2022-01-01,2022,"January"
"193",192,-0.378289141320869,"Evaporation anomaly",2022-01-01,2022,"January"
"194",193,-0.382184833288193,"Evaporation anomaly",2022-01-01,2022,"January"
"195",194,-0.378519280283959,"Evaporation anomaly",2022-01-01,2022,"January"
"196",195,-0.372752815485001,"Evaporation anomaly",2022-01-01,2022,"January"
"197",196,-0.381836643694953,"Evaporation anomaly",2022-01-01,2022,"January"
"198",197,-0.395894140005112,"Evaporation anomaly",2022-01-01,2022,"January"
"199",198,-0.395546775650204,"Evaporation anomaly",2022-01-01,2022,"January"
"200",199,-0.394878804683685,"Evaporation anomaly",2022-01-01,2022,"January"
"201",200,-0.403904734528623,"Evaporation anomaly",2022-01-01,2022,"January"
"202",201,-0.425580233335495,"Evaporation anomaly",2022-01-01,2022,"January"
"203",202,-0.453647685714564,"Evaporation anomaly",2022-01-01,2022,"January"
"204",203,-0.519985556602478,"Evaporation anomaly",2022-01-01,2022,"January"
"205",204,-0.547787600825932,"Evaporation anomaly",2022-01-01,2022,"January"
"206",205,-0.630643606185913,"Evaporation anomaly",2022-01-01,2022,"January"
"207",206,-0.643179683111776,"Evaporation anomaly",2022-01-01,2022,"January"
"208",207,-0.679946541786194,"Evaporation anomaly",2022-01-01,2022,"January"
"209",208,-0.679076253836658,"Evaporation anomaly",2022-01-01,2022,"January"
"210",209,-0.675807595252991,"Evaporation anomaly",2022-01-01,2022,"January"
"211",210,-0.680160938971224,"Evaporation anomaly",2022-01-01,2022,"January"
"212",211,-0.696254551410675,"Evaporation anomaly",2022-01-01,2022,"January"
"213",212,-0.700808696941203,"Evaporation anomaly",2022-01-01,2022,"January"
"214",213,-0.722888886928558,"Evaporation anomaly",2022-01-01,2022,"January"
"215",214,-0.741142306916788,"Evaporation anomaly",2022-01-01,2022,"January"
"216",215,-0.828243255615234,"Evaporation anomaly",2022-01-01,2022,"January"
"217",216,-0.848994066169536,"Evaporation anomaly",2022-01-01,2022,"January"
"218",217,-0.815276972051275,"Evaporation anomaly",2022-01-01,2022,"January"
"219",218,-0.77897764229606,"Evaporation anomaly",2022-01-01,2022,"January"
"220",219,-0.775650351550056,"Evaporation anomaly",2022-01-01,2022,"January"
"221",220,-0.736403605329007,"Evaporation anomaly",2022-01-01,2022,"January"
"222",221,-0.734581284974626,"Evaporation anomaly",2022-01-01,2022,"January"
"223",222,-0.713203988644271,"Evaporation anomaly",2022-01-01,2022,"January"
"224",223,-0.711828270749015,"Evaporation anomaly",2022-01-01,2022,"January"
"225",224,-0.683040077498882,"Evaporation anomaly",2022-01-01,2022,"January"
"226",225,-0.682189334774946,"Evaporation anomaly",2022-01-01,2022,"January"
"227",226,-0.666481370562207,"Evaporation anomaly",2022-01-01,2022,"January"
"228",227,-0.665706742992426,"Evaporation anomaly",2022-01-01,2022,"January"
"229",228,-0.628875645249107,"Evaporation anomaly",2022-01-01,2022,"January"
"230",229,-0.62931254040968,"Evaporation anomaly",2022-01-01,2022,"January"
"231",230,-0.645834358184631,"Evaporation anomaly",2022-01-01,2022,"January"
"232",231,-0.645913740648671,"Evaporation anomaly",2022-01-01,2022,"January"
"233",232,-0.679352544269741,"Evaporation anomaly",2022-01-01,2022,"January"
"234",233,-0.67961371191113,"Evaporation anomaly",2022-01-01,2022,"January"
"235",234,-0.365994489474802,"Evaporation anomaly",2022-01-01,2022,"January"
"236",235,-0.365292378364383,"Evaporation anomaly",2022-01-01,2022,"January"
"237",236,-0.357821731273132,"Evaporation anomaly",2022-01-01,2022,"January"
"238",237,-0.35773480044628,"Evaporation anomaly",2022-01-01,2022,"January"
"239",238,-0.350724252436122,"Evaporation anomaly",2022-01-01,2022,"January"
"240",239,-0.350869723103548,"Evaporation anomaly",2022-01-01,2022,"January"
"241",240,-0.351313708832445,"Evaporation anomaly",2022-01-01,2022,"January"
"242",241,-0.351609294343885,"Evaporation anomaly",2022-01-01,2022,"January"
"243",242,-0.369679118923278,"Evaporation anomaly",2022-01-01,2022,"January"
"244",243,-0.371145141141912,"Evaporation anomaly",2022-01-01,2022,"January"
"245",244,-0.370209234951278,"Evaporation anomaly",2022-01-01,2022,"January"
"246",245,-0.370535021542592,"Evaporation anomaly",2022-01-01,2022,"January"
"247",246,-0.392435102936909,"Evaporation anomaly",2022-01-01,2022,"January"
"248",247,-0.396162099556718,"Evaporation anomaly",2022-01-01,2022,"January"
"249",248,-0.459240389918672,"Evaporation anomaly",2022-01-01,2022,"January"
"250",249,-0.469308580671219,"Evaporation anomaly",2022-01-01,2022,"January"
"251",250,-0.553592124451213,"Evaporation anomaly",2022-01-01,2022,"January"
"252",251,-0.571191576223426,"Evaporation anomaly",2022-01-01,2022,"January"
"253",252,-0.638523258108114,"Evaporation anomaly",2022-01-01,2022,"January"
"254",253,-0.65127974079247,"Evaporation anomaly",2022-01-01,2022,"January"
"255",254,-0.664431364980281,"Evaporation anomaly",2022-01-01,2022,"January"
"256",255,-0.667383937547392,"Evaporation anomaly",2022-01-01,2022,"January"
"257",256,-0.683033144874604,"Evaporation anomaly",2022-01-01,2022,"January"
"258",257,-0.687145791143563,"Evaporation anomaly",2022-01-01,2022,"January"
"259",258,-0.70976117259553,"Evaporation anomaly",2022-01-01,2022,"January"
"260",259,-0.716850926884596,"Evaporation anomaly",2022-01-01,2022,"January"
"261",260,-0.794325355689196,"Evaporation anomaly",2022-01-01,2022,"January"
"262",261,-0.818500015159377,"Evaporation anomaly",2022-01-01,2022,"January"
"263",262,-0.925054115810489,"Evaporation anomaly",2022-01-01,2022,"January"
"264",263,-0.800513744354248,"Evaporation anomaly",2022-01-01,2022,"January"
"265",264,-0.776329058618554,"Evaporation anomaly",2022-01-01,2022,"January"
"266",265,-0.764714896678925,"Evaporation anomaly",2022-01-01,2022,"January"
"267",266,-0.74579254679768,"Evaporation anomaly",2022-01-01,2022,"January"
"268",267,-0.734584927558899,"Evaporation anomaly",2022-01-01,2022,"January"
"269",268,-0.728626912830549,"Evaporation anomaly",2022-01-01,2022,"January"
"270",269,-0.725184202194214,"Evaporation anomaly",2022-01-01,2022,"January"
"271",270,-0.707953706359935,"Evaporation anomaly",2022-01-01,2022,"January"
"272",271,-0.695697724819183,"Evaporation anomaly",2022-01-01,2022,"January"
"273",272,-0.675304495165892,"Evaporation anomaly",2022-01-01,2022,"January"
"274",273,-0.661152958869934,"Evaporation anomaly",2022-01-01,2022,"January"
"275",274,-0.632436279869328,"Evaporation anomaly",2022-01-01,2022,"January"
"276",275,-0.607882440090179,"Evaporation anomaly",2022-01-01,2022,"January"
"277",276,-0.61866484710306,"Evaporation anomaly",2022-01-01,2022,"January"
"278",277,-0.62765645980835,"Evaporation anomaly",2022-01-01,2022,"January"
"279",278,-0.646801793734253,"Evaporation anomaly",2022-01-01,2022,"January"
"280",279,-0.666567802429199,"Evaporation anomaly",2022-01-01,2022,"January"
"281",280,-0.511419691277888,"Evaporation anomaly",2022-01-01,2022,"January"
"282",281,-0.355285167694092,"Evaporation anomaly",2022-01-01,2022,"January"
"283",282,-0.34936745211695,"Evaporation anomaly",2022-01-01,2022,"January"
"284",283,-0.342001140117645,"Evaporation anomaly",2022-01-01,2022,"January"
"285",284,-0.332687416437217,"Evaporation anomaly",2022-01-01,2022,"January"
"286",285,-0.321374416351318,"Evaporation anomaly",2022-01-01,2022,"January"
"287",286,-0.32507245994278,"Evaporation anomaly",2022-01-01,2022,"January"
"288",287,-0.330609261989594,"Evaporation anomaly",2022-01-01,2022,"January"
"289",288,-0.336463944501635,"Evaporation anomaly",2022-01-01,2022,"January"
"290",289,-0.345023453235626,"Evaporation anomaly",2022-01-01,2022,"January"
"291",290,-0.344304781434892,"Evaporation anomaly",2022-01-01,2022,"January"
"292",291,-0.343009531497955,"Evaporation anomaly",2022-01-01,2022,"January"
"293",292,-0.348346569544849,"Evaporation anomaly",2022-01-01,2022,"January"
"294",293,-0.360240131616592,"Evaporation anomaly",2022-01-01,2022,"January"
"295",294,-0.373352512075462,"Evaporation anomaly",2022-01-01,2022,"January"
"296",295,-0.401895523071289,"Evaporation anomaly",2022-01-01,2022,"January"
"297",296,-0.424080781474959,"Evaporation anomaly",2022-01-01,2022,"January"
"298",297,-0.484231472015381,"Evaporation anomaly",2022-01-01,2022,"January"
"299",298,-0.517259207793318,"Evaporation anomaly",2022-01-01,2022,"January"
"300",299,-0.604721307754517,"Evaporation anomaly",2022-01-01,2022,"January"
"301",300,-0.615627203004945,"Evaporation anomaly",2022-01-01,2022,"January"
"302",301,-0.652020275592804,"Evaporation anomaly",2022-01-01,2022,"January"
"303",302,-0.655830578520484,"Evaporation anomaly",2022-01-01,2022,"January"
"304",303,-0.66824734210968,"Evaporation anomaly",2022-01-01,2022,"January"
"305",304,-0.674838637505269,"Evaporation anomaly",2022-01-01,2022,"January"
"306",305,-0.702374935150146,"Evaporation anomaly",2022-01-01,2022,"January"
"307",306,-0.719827092799695,"Evaporation anomaly",2022-01-01,2022,"January"
"308",307,-0.790989875793457,"Evaporation anomaly",2022-01-01,2022,"January"
"309",308,-0.809958510055802,"Evaporation anomaly",2022-01-01,2022,"January"
"310",309,-0.911774158477783,"Evaporation anomaly",2022-01-01,2022,"January"
"311",310,-0.865121072952013,"Evaporation anomaly",2022-01-01,2022,"January"
"312",311,-0.800870510839913,"Evaporation anomaly",2022-01-01,2022,"January"
"313",312,-0.797171110168949,"Evaporation anomaly",2022-01-01,2022,"January"
"314",313,-0.765279591049309,"Evaporation anomaly",2022-01-01,2022,"January"
"315",314,-0.763169961498637,"Evaporation anomaly",2022-01-01,2022,"January"
"316",315,-0.735400854108041,"Evaporation anomaly",2022-01-01,2022,"January"
"317",316,-0.734743933747827,"Evaporation anomaly",2022-01-01,2022,"January"
"318",317,-0.726181471512796,"Evaporation anomaly",2022-01-01,2022,"January"
"319",318,-0.724881577051501,"Evaporation anomaly",2022-01-01,2022,"January"
"320",319,-0.696812926026096,"Evaporation anomaly",2022-01-01,2022,"January"
"321",320,-0.695118096942799,"Evaporation anomaly",2022-01-01,2022,"January"
"322",321,-0.661964936651302,"Evaporation anomaly",2022-01-01,2022,"January"
"323",322,-0.660867589159442,"Evaporation anomaly",2022-01-01,2022,"January"
"324",323,-0.608529940817971,"Evaporation anomaly",2022-01-01,2022,"January"
"325",324,-0.609000662681459,"Evaporation anomaly",2022-01-01,2022,"January"
"326",325,-0.627768634813416,"Evaporation anomaly",2022-01-01,2022,"January"
"327",326,-0.627763720479861,"Evaporation anomaly",2022-01-01,2022,"January"
"328",327,-0.664970160098375,"Evaporation anomaly",2022-01-01,2022,"January"
"329",328,-0.664902228044757,"Evaporation anomaly",2022-01-01,2022,"January"
"330",329,-0.355164874644156,"Evaporation anomaly",2022-01-01,2022,"January"
"331",330,-0.355177447920595,"Evaporation anomaly",2022-01-01,2022,"January"
"332",331,-0.342246438778369,"Evaporation anomaly",2022-01-01,2022,"January"
"333",332,-0.341908619578991,"Evaporation anomaly",2022-01-01,2022,"January"
"334",333,-0.322012345615194,"Evaporation anomaly",2022-01-01,2022,"January"
"335",334,-0.32151112260481,"Evaporation anomaly",2022-01-01,2022,"January"
"336",335,-0.330143110050107,"Evaporation anomaly",2022-01-01,2022,"January"
"337",336,-0.330619966621841,"Evaporation anomaly",2022-01-01,2022,"January"
"338",337,-0.344361357874923,"Evaporation anomaly",2022-01-01,2022,"January"
"339",338,-0.345039869461746,"Evaporation anomaly",2022-01-01,2022,"January"
"340",339,-0.343178939301558,"Evaporation anomaly",2022-01-01,2022,"January"
"341",340,-0.343010271635807,"Evaporation anomaly",2022-01-01,2022,"January"
"342",341,-0.358294862432217,"Evaporation anomaly",2022-01-01,2022,"January"
"343",342,-0.360240131616592,"Evaporation anomaly",2022-01-01,2022,"January"
"344",343,-0.397379655355286,"Evaporation anomaly",2022-01-01,2022,"January"
"345",344,-0.401895523071289,"Evaporation anomaly",2022-01-01,2022,"January"
"346",345,-0.47237713369372,"Evaporation anomaly",2022-01-01,2022,"January"
"347",346,-0.484231472015381,"Evaporation anomaly",2022-01-01,2022,"January"
"348",347,-0.587921615766769,"Evaporation anomaly",2022-01-01,2022,"January"
"349",348,-0.604721307754517,"Evaporation anomaly",2022-01-01,2022,"January"
"350",349,-0.643646916111834,"Evaporation anomaly",2022-01-01,2022,"January"
"351",350,-0.652020275592804,"Evaporation anomaly",2022-01-01,2022,"January"
"352",351,-0.665449316111535,"Evaporation anomaly",2022-01-01,2022,"January"
"353",352,-0.66824734210968,"Evaporation anomaly",2022-01-01,2022,"January"
"354",353,-0.695133108623844,"Evaporation anomaly",2022-01-01,2022,"January"
"355",354,-0.702374935150146,"Evaporation anomaly",2022-01-01,2022,"January"
"356",355,-0.772595676625028,"Evaporation anomaly",2022-01-01,2022,"January"
"357",356,-0.790989875793457,"Evaporation anomaly",2022-01-01,2022,"January"
"358",357,-0.881633988607816,"Evaporation anomaly",2022-01-01,2022,"January"
